year,date,province,match_type,confidence,themes,assets,title,url
"2026","2026-01-03","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Cù lao An Bình - Long Hồ","Nâng chất sản phẩm, dịch vụ du lịch tỉnh","https://baovinhlong.com.vn/xa-hoi/du-lich/202601/nang-chat-san-pham-dich-vu-du-lich-tinh-79835d0/"
"2026","2026-01-01","Vĩnh Long; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Cù lao An Bình - Long Hồ","Quảng bá du lịch mừng Đảng, mừng Xuân Bính Ngọ năm 2026","https://baovinhlong.com.vn/xa-hoi/du-lich/202601/quang-ba-du-lich-mung-dang-mung-xuan-binh-ngo-nam-2026-b1a1cde/"
"2025","2025-12-31","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề","","Vĩnh Long phát huy lợi thế du lịch gắn với làng nghề","https://baovinhlong.com.vn/video/202512/vinh-long-phat-huy-loi-the-du-lich-gan-voi-lang-nghe-dea046f/"
"2025","2025-12-30","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Cộng đồng - nông thôn","","Ra mắt mô hình du lịch cộng đồng Nhị Hòa","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/ra-mat-mo-hinh-du-lich-cong-dong-nhi-hoa-97123f7/"
"2025","2025-12-25","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Cù lao An Bình - Long Hồ","Xây dựng môi trường du lịch an toàn, chất lượng","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/xay-dung-moi-truong-du-lich-an-toan-chat-luong-4624559/"
"2025","2025-12-23","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Làng nghề - di sản nghề","","Du lịch thúc đẩy bảo tồn và phát huy giá trị làng nghề","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/du-lich-thuc-day-bao-ton-va-phat-huy-gia-tri-lang-nghe-4634462/"
"2025","2025-12-20","Trà Vinh","direct_lead","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề; Văn hóa Khmer - lễ hội; Ẩm thực - đặc sản; Di tích - bảo tàng - tâm linh; Cộng đồng - nông thôn","Dừa sáp Cầu Kè; Ok Om Bok/Khmer","Dừa sáp trở thành nhịp cầu kết nối văn hóa cộng đồng","https://baovinhlong.com.vn/phong-su-ky-su/202512/dua-sap-tro-thanh-nhip-cau-ket-noi-van-hoa-cong-dong-a104188/"
"2025","2025-12-19","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Cộng đồng - nông thôn","","Nâng cao nghiệp vụ làm du lịch cộng đồng và du lịch đường thủy","https://baovinhlong.com.vn/xa-hoi/202512/nang-cao-nghiep-vu-lam-du-lich-cong-dong-va-du-lich-duong-thuy-7672019/"
"2025","2025-12-18","Vĩnh Long; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Bến Tre - xứ Dừa/An Hội; Cồn Phụng/Lan Vương/Phú Túc","Ông Trần Bá Sanh được bầu làm Chủ tịch Hiệp hội Du lịch tỉnh Vĩnh Long nhiệm kỳ 2025–2030","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/ong-tran-ba-sanh-duoc-bau-lam-chu-tich-hiep-hoi-du-lich-tinh-vinh-long-nhiem-ky-20252030-2c7084b/"
"2025","2025-12-14","Vĩnh Long; Trà Vinh","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề; Văn hóa Khmer - lễ hội; Biển - sinh thái ven biển; Ẩm thực - đặc sản; Di tích - bảo tàng - tâm linh","Dừa sáp Cầu Kè","Công nhận Bảo tàng dừa sáp Trà Vinh- điểm du lịch tiêu biểu ĐBSCL","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/cong-nhan-bao-tang-dua-sap-tra-vinh-diem-du-lich-tieu-bieu-dbscl-52d0937/"
"2025","2025-12-12","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội","Ok Om Bok/Khmer","50 học viên dự tập huấn bảo tồn, phát huy giá trị nghệ thuật múa Rô-băm gắn với phát triển du lịch","https://baovinhlong.com.vn/van-hoa-giai-tri/202512/50-hoc-vien-du-tap-huan-bao-ton-phat-huy-gia-tri-nghe-thuat-mua-ro-bam-gan-voi-phat-trien-du-lich-f4b2c97/"
"2025","2025-12-10","Vĩnh Long; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Làng nghề - di sản nghề; Cộng đồng - nông thôn","","Khảo sát phát triển du lịch làng nghề và du lịch nông nghiệp tại Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/khao-sat-phat-trien-du-lich-lang-nghe-va-du-lich-nong-nghiep-tai-vinh-long-8de34c4/"
"2025","2025-12-05","Vĩnh Long; Trà Vinh","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Biển - sinh thái ven biển","Ba Động - Trường Long Hòa","Thêm cơ hội cho ngành du lịch tỉnh vươn mình","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/them-co-hoi-cho-nganh-du-lich-tinh-vuon-minh-3130a8c/"
"2025","2025-12-01","Vĩnh Long","destination_event","medium","Sông nước - miệt vườn; Làng nghề - di sản nghề","Mang Thít - gạch gốm","Trầm ấm đường gốm đỏ về đêm","https://baovinhlong.com.vn/phong-su-anh/202512/tram-am-duong-gom-do-ve-dem-1345515/"
"2025","2025-11-29","Vĩnh Long; Trà Vinh","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Đưa du lịch tỉnh vươn tầm","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/dua-du-lich-tinh-vuon-tam-dde44c2/"
"2025","2025-11-26","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược","","Trên 30 doanh nghiệp lữ hành quốc tế khảo sát điểm du lịch tiêu biểu tại Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/tren-30-doanh-nghiep-lu-hanh-quoc-te-khao-sat-diem-du-lich-tieu-bieu-tai-vinh-long-a1a3dcc/"
"2025","2025-11-24","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","","Vĩnh Long tham gia Tuần “Đại đoàn kết các dân tộc - Di sản Văn hóa Việt Nam” năm 2025","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/vinh-long-tham-gia-tuan-dai-doan-ket-cac-dan-toc-di-sanvan-hoa-viet-nam-nam-2025-14e25a6/"
"2025","2025-11-21","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","Du lịch chung/chiến lược","","Đẩy mạnh liên kết trong phát triển du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/day-manh-lien-ket-trong-phat-trien-du-lich-f2c40b6/"
"2025","2025-11-20","Vĩnh Long; Bến Tre","tourism_category","high","Du lịch chung/chiến lược","","Phát triển kết cấu hạ tầng, cơ sở vật chất phát triển du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/phat-trien-ket-cau-ha-tang-co-so-vat-chat-phat-trien-du-lich-e3116f5/"
"2025","2025-11-19","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược","","Ký kết hợp tác phát triển du lịch với Đồng Nai, Đồng Tháp và TP Cần Thơ","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/ky-ket-hop-tac-phat-trien-du-lich-voi-dong-nai-dong-thap-va-tp-can-tho-8b83047/"
"2025","2025-11-08","Vĩnh Long; Bến Tre","tourism_category","high","Du lịch chung/chiến lược","","Phát triển du lịch xanh, bền vững trong bối cảnh mới","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/phat-trien-du-lich-xanh-ben-vung-trong-boi-canh-moi-6ff13aa/"
"2025","2025-11-06","Vĩnh Long; Trà Vinh","destination_event","medium","Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ao Bà Om - Chùa Hang; Ok Om Bok/Khmer","Đặc sắc đêm hội Ok Om Bok","https://baovinhlong.com.vn/phong-su-anh/202511/dac-sac-dem-hoi-ok-om-bok-4aa14cb/"
"2025","2025-11-06","Trà Vinh","direct_lead","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ao Bà Om - Chùa Hang; Ok Om Bok/Khmer","Ngân vang làn điệu âm nhạc dân tộc Khmer","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/ngan-vang-lan-dieu-am-nhac-dan-toc-khmer-f330f03/"
"2025","2025-11-05","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Đoàn công tác Cục Du lịch quốc gia về phát triển du lịch làm việc tại tỉnh","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/doan-cong-tac-cuc-du-lich-quoc-gia-ve-phat-trien-du-lich-lam-viec-tai-tinh-5e60425/"
"2025","2025-11-05","Vĩnh Long; Trà Vinh","destination_event","medium","Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ao Bà Om - Chùa Hang; Ok Om Bok/Khmer","Rộn ràng đêm hội Ok Om Bok tỉnh Vĩnh Long 2025","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/ron-rang-dem-hoi-ok-om-bok-tinh-vinh-long-2025-78e07a6/"
"2025","2025-11-03","Vĩnh Long; Trà Vinh","tourism_category","high","Du lịch chung/chiến lược; Làng nghề - di sản nghề; Ẩm thực - đặc sản; Di tích - bảo tàng - tâm linh","Dừa sáp Cầu Kè","Khảo sát, thẩm định 2 điểm du lịch tiêu biểu Đồng bằng sông Cửu Long tại tỉnh","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/khao-sat-tham-dinh-2-diem-du-lich-tieu-bieu-dong-bang-song-cuu-long-tai-tinh-ae603ef/"
"2025","2025-11-01","Vĩnh Long; Trà Vinh","direct_lead","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ao Bà Om - Chùa Hang; Ok Om Bok/Khmer","12 đoàn tham gia Hội thi trình diễn nhạc cụ chào mừng Lễ hội Ok Om Bok","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/12-doan-tham-gia-hoi-thi-trinh-dien-nhac-cu-chao-mung-le-hoi-ok-om-bok-9260beb/"
"2025","2025-11-01","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Cù lao An Bình - Long Hồ","Trải nghiệm miệt vườn sông nước ở cù lao An Bình","https://baovinhlong.com.vn/nhip-song-dong-bang/202511/trai-nghiem-miet-vuon-song-nuoc-o-cu-lao-an-binh-34a03cf/"
"2025","2025-10-31","Vĩnh Long; Trà Vinh","direct_lead","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ok Om Bok/Khmer","Đặc sắc chương trình nghệ thuật chào mừng Lễ hội Ok Om Bok","https://baovinhlong.com.vn/phong-su-anh/202510/dac-sac-chuong-trinh-nghe-thuat-chao-mung-le-hoi-ok-om-bok-afc0c63/"
"2025","2025-10-30","Trà Vinh","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Ẩm thực - đặc sản; Cộng đồng - nông thôn","","Khai mạc chuỗi hoạt động tại Tuần lễ Văn hóa, Thể thao và Du lịch","https://baovinhlong.com.vn/van-hoa-giai-tri/202510/khai-mac-chuoi-hoat-dong-tai-tuan-le-van-hoa-the-thao-va-du-lich-3d53b74/"
"2025","2025-10-30","Vĩnh Long; Trà Vinh","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ok Om Bok/Khmer","Vĩnh Long khai mạc Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok","https://baovinhlong.com.vn/thoi-su/202510/vinh-long-khai-mac-tuan-le-van-hoa-the-thao-va-du-lich-chao-mung-le-hoi-ok-om-bok-88b42e3/"
"2025","2025-10-29","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược","","Cải thiện chất lượng nguồn nhân lực du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202510/cai-thien-chat-luong-nguon-nhan-luc-du-lich-0c33912/"
"2025","2025-10-29","Vĩnh Long","destination_event","medium","Sông nước - miệt vườn; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ok Om Bok/Khmer","Lễ hội Ok Om Bok: Giữ gìn và lan tỏa giá trị văn hóa Khmer","https://baovinhlong.com.vn/nhip-song-dong-bang/202510/le-hoi-ok-om-bok-giu-gin-va-lan-toa-gia-tri-van-hoa-khmer-dd830aa/"
"2025","2025-10-29","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Phát triển văn hóa gắn với du lịch xanh hướng đến phát triển bền vững trong giai đoạn tới","https://baovinhlong.com.vn/chinh-tri/202510/phat-trien-van-hoa-gan-voi-du-lich-xanh-huong-den-phat-trien-ben-vung-trong-giai-doan-toi-37a24b3/"
"2025","2025-10-28","Vĩnh Long","destination_event","medium","Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ok Om Bok/Khmer","Độc đáo sắc màu Lễ hội Kathina ở Vĩnh Long","https://baovinhlong.com.vn/multimedia/202510/doc-dao-sac-mau-le-hoi-kathina-o-vinh-long-0b12ba1/"
"2025","2025-10-27","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ok Om Bok/Khmer","Kiểm tra công tác chuẩn bị Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok năm 2025","https://baovinhlong.com.vn/thoi-su/202510/kiem-tra-cong-tac-chuan-bi-tuan-le-van-hoa-the-thao-va-du-lich-chao-mung-le-hoi-ok-om-bok-nam-2025-31e32d9/"
"2025","2025-10-26","Bến Tre","direct_title","high","Du lịch chung/chiến lược; Làng nghề - di sản nghề","Chợ Lách - hoa kiểng","Kiến tạo không gian đặc trưng Làng văn hóa du lịch Chợ Lách","https://baovinhlong.com.vn/xa-hoi/202510/kien-tao-khong-gian-dac-trung-lang-van-hoa-du-lich-cho-lach-33703b3/"
"2025","2025-10-23","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ok Om Bok/Khmer","[Infographic] Các hoạt động chào mừng Lễ hội Ok Om Bok năm 2025 tại tỉnh Vĩnh Long","https://baovinhlong.com.vn/tin-moi/202510/infographic-cac-hoat-dong-chao-mung-le-hoi-ok-om-bok-nam-2025-tai-tinh-vinh-long-77d07db/"
"2025","2025-10-20","Trà Vinh","direct_lead","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Ao Bà Om - Chùa Hang; Ok Om Bok/Khmer","Triển lãm, trưng bày các sản phẩm của đồng bào dân tộc Khmer","https://baovinhlong.com.vn/van-hoa-giai-tri/202510/trien-lam-trung-bay-cac-san-pham-cua-dong-bao-dan-toc-khmer-0ae4819/"
"2025","2025-10-14","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược","","Đón gần 7 triệu lượt du khách trong 9 tháng","https://baovinhlong.com.vn/xa-hoi/du-lich/202510/don-gan-7-trieu-luot-du-khach-trong-9-thang-5c73188/"
"2025","2025-10-14","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề; Cộng đồng - nông thôn","","Làng nghề - mắt xích quan trọng phát triển du lịch đường sông tỉnh Vĩnh Long","https://baovinhlong.com.vn/video/202510/lang-nghe-mat-xich-quan-trong-phat-trien-du-lich-duong-song-tinh-vinh-long-9500d8a/"
"2025","2025-10-10","Bến Tre","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề","Chợ Lách - hoa kiểng","Chợ Lách tập trung phát triển các làng nghề truyền thống gắn với du lịch","https://baovinhlong.com.vn/kinh-te/202510/cho-lach-tap-trung-phat-trien-cac-lang-nghe-truyen-thong-gan-voi-du-lich-dec2d84/"
"2025","2025-10-10","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Làng nghề - di sản nghề; Di tích - bảo tàng - tâm linh","","Kỳ 3: Hướng đến “đô thị đa cực”, du lịch trở thành ngành kinh tế mũi nhọn","https://baovinhlong.com.vn/kinh-te/202510/kien-tao-khong-gian-moi-khai-mo-tiem-nang-phat-trien-ky-3huong-den-do-thi-da-cuc-du-lich-tro-thanh-nganh-kinh-te-mui-nhon-0120585/"
"2025","2025-10-06","Trà Vinh","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Biển - sinh thái ven biển; Cộng đồng - nông thôn","Cù lao An Bình - Long Hồ; Ba Động - Trường Long Hòa","Phường Trường Long Hòa tập trung phát triển nông nghiệp, thủy sản, thương mại và du lịch","https://baovinhlong.com.vn/chinh-tri/202510/phuong-truong-long-hoa-tap-trung-phat-trien-nong-nghiep-thuy-san-thuong-mai-va-du-lich-a671b47/"
"2025","2025-10-03","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Ẩm thực - đặc sản","","Khai thác thế mạnh ẩm thực phục vụ du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202510/khai-thac-the-manh-am-thuc-phuc-vu-du-lich-10907f4/"
"2025","2025-10-02","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Ẩm thực - đặc sản; Cộng đồng - nông thôn","","Đưa du lịch từng bước trở thành ngành kinh tế mũi nhọn","https://baovinhlong.com.vn/nhip-song-dong-bang/202510/dua-du-lich-tung-buoc-tro-thanh-nganh-kinh-te-mui-nhon-3cc0e4c/"
"2025","2025-09-29","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Vinh danh những đại sứ thương hiệu du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/vinh-danh-nhung-dai-su-thuong-hieu-du-lich-0fa3283/"
"2025","2025-09-26","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Biển - sinh thái ven biển","","Thế mạnh đường sông – Dư địa phát triển du lịch Vĩnh Long sau hợp nhất","https://baovinhlong.com.vn/video/202509/the-manh-duong-song-du-dia-phat-trien-du-lich-vinh-long-sau-hop-nhat-c861db5/"
"2025","2025-09-26","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Toạ đàm về củng cố và hoàn thiện tuyến, điểm sản phẩm du lịch đường sông","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/toa-dam-ve-cung-co-va-hoan-thien-tuyen-diem-san-pham-du-lich-duong-song-fc91905/"
"2025","2025-09-25","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Tổ chức Famtrip khảo sát sản phẩm du lịch đường sông tại Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/to-chuc-famtrip-khao-sat-san-pham-du-lich-duong-song-tai-vinh-long-18531dc/"
"2025","2025-09-23","Vĩnh Long; Bến Tre","tourism_category","high","Du lịch chung/chiến lược","","Phấn đấu 3 tháng cuối năm thu hút hơn 2,2 triệu lượt du khách","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/phan-dau-3-thang-cuoi-nam-thu-hut-hon-22-trieu-luot-du-khach-25e03a7/"
"2025","2025-09-19","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Văn hóa Khmer - lễ hội","Dừa sáp Cầu Kè","Tọa đàm kết nối du lịch phía Đông sông Hậu","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/toa-dam-ket-noi-du-lich-phia-dong-song-hau-7072f7c/"
"2025","2025-09-16","Vĩnh Long","direct_lead","high","Sông nước - miệt vườn; Làng nghề - di sản nghề; Ẩm thực - đặc sản","","Về Cái Vồn thưởng thức đặc sản bên sông Hậu","https://baovinhlong.com.vn/vinh-long-dat-nuoc-con-nguoi/202509/ve-cai-von-thuong-thuc-dac-san-ben-song-hau-6fe03cd/"
"2025","2025-09-14","Trà Vinh","direct_lead","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội; Ẩm thực - đặc sản","Dừa sáp Cầu Kè; Ok Om Bok/Khmer","Khai mạc Tuần lễ Vu lan Thắng hội tại xã Cầu Kè","https://baovinhlong.com.vn/xa-hoi/202509/khai-mac-tuan-le-vu-lan-thang-hoi-tai-xa-cau-ke-f3306db/"
"2025","2025-09-12","Vĩnh Long; Trà Vinh","tourism_category","high","Du lịch chung/chiến lược; Văn hóa Khmer - lễ hội; Ẩm thực - đặc sản","Dừa sáp Cầu Kè; Ok Om Bok/Khmer","Tuần lễ Vu lan Thắng hội diễn ra từ ngày 13-19/9","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/tuan-le-vu-lan-thang-hoi-dien-ra-tu-ngay-13-199-7fe1191/"
"2025","2025-09-07","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược","","Quảng bá du lịch Vĩnh Long tại Hội chợ Du lịch quốc tế TP Hồ Chí Minh","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/quang-ba-du-lich-vinh-long-tai-hoi-cho-du-lich-quoc-te-tp-ho-chi-minh-44d03c8/"
"2025","2025-09-04","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Du lịch đón tín hiệu khả quan từ kỳ nghỉ lễ","https://baovinhlong.com.vn/xa-hoi/202509/du-lich-don-tin-hieu-kha-quan-tu-ky-nghi-le-a1809c7/"
"2025","2025-09-03","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Biển - sinh thái ven biển; Cộng đồng - nông thôn","","Nhơn Phú đẩy mạnh phát triển du lịch gắn với nông nghiệp","https://baovinhlong.com.vn/xa-hoi/du-lich/202509/nhon-phu-day-manh-phat-trien-du-lich-gan-voi-nong-nghiep-a1c12d7/"
"2025","2025-09-01","Vĩnh Long","destination_event","medium","Sông nước - miệt vườn; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh","Văn Thánh Miếu","Văn Thánh miếu- Lưu giữ vẻ đẹp truyền thống của dân tộc","https://baovinhlong.com.vn/van-hoa-giai-tri/202509/van-thanh-mieu-luu-giu-ve-dep-truyen-thong-cua-dan-toc-7e21432/"
"2025","2025-08-28","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề; Cộng đồng - nông thôn","Mang Thít - gạch gốm","Nhơn Phú phát triển dịch vụ du lịch gắn với “Khu lò gạch, gốm Mang Thít”","https://baovinhlong.com.vn/chinh-tri/202508/nhon-phu-phat-trien-dich-vu-du-lich-gan-voi-khu-lo-gach-gom-mang-thit-f2e2796/"
"2025","2025-08-27","Vĩnh Long","destination_event","medium","Di tích - bảo tàng - tâm linh","Văn Thánh Miếu","Văn Thánh Miếu tổ chức lễ giỗ lần thứ 158 cụ Phan Thanh Giản","https://baovinhlong.com.vn/van-hoa-giai-tri/202508/van-thanh-mieu-to-chuc-le-gio-lan-thu-158-cu-phan-thanh-gian-b9e2695/"
"2025","2025-08-26","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Biển - sinh thái ven biển; Ẩm thực - đặc sản","","Kết nối các vùng ven biển, tạo không gian phát triển mới","https://baovinhlong.com.vn/kinh-te/202508/ket-noi-cac-vung-ven-bien-tao-khong-gian-phat-trien-moi-61515a4/"
