province,match_type,title,url
"Bến Tre","direct_exact","Du lịch Bến Tre phát triển nhanh","https://thvl.vn/du-lich-ben-tre-phat-trien-nhanh.html"
"Bến Tre","related_candidate","Chào buổi sáng (07/12/2020): Tết Nguyên đán Tân Sửu 2021, làng hoa Chợ Lách sẽ đưa ra thị trường khoảng 17 triệu sản phẩm các loại","https://thvl.vn/chao-buoi-sang-07-12-2020-tet-nguyen-dan-tan-suu-2021-lang-hoa-cho-lach-se-dua-ra-thi-truong-khoang-17-trieu-san-pham-cac-loai.html"
"Bến Tre","related_candidate","Kẹo dừa Bến Tre – Bà Hai Tỏ","https://thvl.vn/keo-dua-ben-tre-ba-hai-to.html"
"Bến Tre","related_candidate","Khai mạc Tuần lễ Văn hóa – Ẩm thực “Bến Tre Tết Đoan Ngọ Xứ Dừa”","https://thvl.vn/khai-mac-tuan-le-van-hoa-am-thuc-ben-tre-tet-doan-ngo-xu-dua.html"
"Bến Tre","related_candidate","Ký sự Homestay đồng bằng – Tập 6: Homestay Bến Tre","https://thvl.vn/ky-su-homestay-dong-bang-tap-6-homestay-ben-tre.html"
"Bến Tre","related_candidate","Ký sự truyền hình: Cù lao nước mặn – Tập 4: Trên Cồn Phụng","https://thvl.vn/ky-s%e1%bb%b1-truy%e1%bb%81n-hinh-cu-lao-n%c6%b0%e1%bb%9bc-m%e1%ba%b7n-t%e1%ba%adp-4-tren-c%e1%bb%93n-ph%e1%bb%a5ng.html"
"Bến Tre","related_candidate","Ký sự: Tứ Linh trên sông Tiền – Tập 4: Cồn Phụng","https://thvl.vn/ky-su-tu-linh-tren-song-tien-%e2%80%93-tap-4-con-phung.html"
"Bến Tre","related_candidate","Làng hoa Chợ Lách tất bật chuẩn bị cho thị trường Tết Bính Ngọ 2026","https://thvl.vn/lang-hoa-cho-lach-tat-bat-chuan-bi-cho-thi-truong-tet-binh-ngo-2026.html"
"Bến Tre","related_candidate","Tỉnh Bến Tre tổ chức họp báo công bố sự kiện “Lễ hội dừa Bến Tre lần thứ IV- 2015”","https://thvl.vn/tinh-ben-tre-to-chuc-hop-bao-cong-bo-su-kien-le-hoi-dua-ben-tre-lan-thu-iv-2015.html"
"Bến Tre","related_candidate","Tinh hoa bếp Việt: Củ hũ dừa Bến Tre | Món ngon miền sông nước","https://thvl.vn/tinh-hoa-bep-viet-cu-hu-dua-ben-tre-mon-ngon-mien-song-nuoc.html"
"Trà Vinh","related_candidate","Bếp Việt: Bún nước lèo Trà Vinh","https://thvl.vn/bep-viet-bun-nuoc-leo-tra-vinh.html"
"Trà Vinh","related_candidate","Bếp Việt: Cháo ám Trà Vinh","https://thvl.vn/bep-viet-chao-am-tra-vinh.html"
"Trà Vinh","related_candidate","Biển Ba Động ngày càng hút khách","https://thvl.vn/bien-ba-dong-ngay-cang-hut-khach.html"
"Trà Vinh","related_candidate","Bún nước lèo Trà Vinh","https://thvl.vn/bun-nuoc-leo-tra-vinh.html"
"Trà Vinh","related_candidate","Chào buổi sáng (01/11/2025): Về Ao Bà Om trải nghiệm văn hóa, di sản của đồng bào Khmer","https://thvl.vn/chao-buoi-sang-01-11-2025-ve-ao-ba-om-trai-nghiem-van-hoa-di-san-cua-dong-bao-khmer.html"
"Trà Vinh","related_candidate","Chào buổi sáng (04/01/2026): Bảo tàng Dừa Sáp Trà Vinh – Không gian văn hóa kết nối cộng đồng","https://thvl.vn/chao-buoi-sang-04-01-2026-bao-tang-dua-sap-tra-vinh-khong-gian-van-hoa-ket-noi-cong-dong.html"
"Trà Vinh","related_candidate","Ký sự truyền hình: Miền duyên hải Trà Vinh","https://thvl.vn/ky-su-truyen-hinh-mien-duyen-hai-tra-vinh.html"
"Trà Vinh","related_candidate","Ký sự truyền hình: Thăm lại Trà Vinh – Tập 1: Thành phố xanh","https://thvl.vn/ky-s%e1%bb%b1-truy%e1%bb%81n-hinh-tham-l%e1%ba%a1i-tra-vinh-t%e1%ba%adp-1-thanh-ph%e1%bb%91-xanh.html"
"Trà Vinh","related_candidate","Ký sự truyền hình: Thăm lại Trà Vinh – Tập 2: Về miền Duyên Hải","https://thvl.vn/ky-s%e1%bb%b1-truy%e1%bb%81n-hinh-tham-l%e1%ba%a1i-tra-vinh-t%e1%ba%adp-2-v%e1%bb%81-mi%e1%bb%81n-duyen-h%e1%ba%a3i.html"
"Trà Vinh","related_candidate","Ký sự truyền hình: Về miền duyên hải Trà Vinh","https://thvl.vn/ky-su-truyen-hinh-ve-mien-duyen-hai-tra-vinh.html"
"Trà Vinh","related_candidate","Ký sự: Về miền Duyên Hải Trà Vinh – Tập 1: Làng ven biển Mỹ Long","https://thvl.vn/ky-su-truyen-hinh-ve-mien-duyen-hai-tra-vinh-lang-ven-bien-my-long.html"
"Trà Vinh","related_candidate","Ký sự: Về miền Duyên Hải Trà Vinh – Tập 2: Cồn Nghêu, Cồn Ngao","https://thvl.vn/ky-su-truyen-hinh-ve-mien-duyen-hai-tra-vinh-%e2%80%93-con-ngheu-con-ngao.html"
"Trà Vinh","related_candidate","Ký sự: Về miền Duyên Hải Trà Vinh – Tập 3: Qua Trường Long Hòa","https://thvl.vn/ky-su-truyen-hinh-ve-mien-duyen-hai-tra-vinh-%e2%80%93-qua-truong-long-hoa.html"
"Trà Vinh","related_candidate","Ký sự: Về miền Duyên Hải Trà Vinh – Tập 4: Đường ven biển 913","https://thvl.vn/ky-su-truyen-hinh-ve-mien-duyen-hai-tra-vinh-%e2%80%93-duong-ven-bien-913.html"
"Trà Vinh","related_candidate","Ký sự: Về miền Duyên Hải Trà Vinh – Tập 5: Nghề đáy biển","https://thvl.vn/ky-su-ve-mien-duyen-hai-tra-vinh-%e2%80%93-tap-5-nghe-day-bien.html"
"Trà Vinh","related_candidate","Ký sự: Về miền Duyên Hải Trà Vinh – Tập 6: Rừng ven biển","https://thvl.vn/ky-su-ve-mien-duyen-hai-tra-vinh-%e2%80%93-tap-6-rung-ven-bien.html"
"Trà Vinh","related_candidate","Ký sự: Về miền Duyên Hải Trà Vinh – Tập cuối: Thăm lính biên phòng","https://thvl.vn/ky-su-ve-mien-duyen-hai-tra-vinh-%e2%80%93-tap-cuoi-tham-linh-bien-phong.html"
"Trà Vinh","related_candidate","Nam Bộ du xuân: Thăm biển Ba Động ngày xuân","https://thvl.vn/nam-bo-du-xuan-tham-bien-ba-dong-ngay-xuan.html"
"Trà Vinh","related_candidate","Văn hóa và Cuộc sống: Bảo tàng Dừa sáp Trà Vinh","https://thvl.vn/van-hoa-va-cuoc-song-bao-tang-dua-sap-tra-vinh.html"
"Trà Vinh","related_candidate","Về Ao Bà Om trải nghiệm văn hóa, di sản của đồng bào Khmer","https://thvl.vn/ve-ao-ba-om-trai-nghiem-van-hoa-di-san-cua-dong-bao-khmer.html"
"Vĩnh Long","direct_exact","(THVL) 2 tháng đầu năm – Du lịch Vĩnh Long đạt doanh thu gần 31 tỷ đồng","https://thvl.vn/thvl-2-thang-dau-nam-du-lich-vinh-long-dat-doanh-thu-gan-31-ty-dong.html"
"Vĩnh Long","direct_exact","(THVL) Ngành du lịch Vĩnh Long chuẩn bị đón Tết","https://thvl.vn/thvl-nganh-du-lich-vinh-long-chuan-bi-don-tet.html"
"Vĩnh Long","direct_exact","(THVL) Sở Văn hóa – thể thao- du lịch Vĩnh Long tổng kết năm 2011","https://thvl.vn/thvl-so-van-hoa-the-thao-du-lich-vinh-long-tong-ket-nam-2011.html"
"Vĩnh Long","direct_exact","(THVL) Thành lập Hiệp hội Du lịch Vĩnh Long","https://thvl.vn/thvl-thanh-lap-hiep-hoi-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","9 tháng: Du lịch Vĩnh Long đạt doanh thu 165 tỷ đồng","https://thvl.vn/9-thang-du-lich-vinh-long-dat-doanh-thu-165-ty-dong.html"
"Vĩnh Long","direct_exact","Bản tin trưa (01/09/2024): Du lich Vĩnh Long ngày thứ 2 của kỳ nghỉ lễ Quốc khánh 2.9","https://thvl.vn/ban-tin-trua-01-09-2024-du-lich-vinh-long-ngay-thu-2-cua-ky-nghi-le-quoc-khanh-2-9.html"
"Vĩnh Long","direct_exact","Bản Tin Trưa (11h00 – 30/8/2025) – Du lịch Vĩnh Long tăng trưởng toàn diện sau sáp nhập","https://thvl.vn/ban-tin-trua-11h00-30-8-2025-du-lich-vinh-long-tang-truong-toan-dien-sau-sap-nhap.html"
"Vĩnh Long","direct_exact","Ban Văn hóa xã hội làm việc với Sở Văn hóa- thể thao và du lịch Vĩnh Long","https://thvl.vn/ban-van-hoa-xa-hoi-lam-viec-voi-so-van-hoa-the-thao-va-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Các cơ sở du lịch Vĩnh Long chuẩn bị đón du khách dịp tết Quý Mão 2023","https://thvl.vn/cac-co-so-du-lich-vinh-long-chuan-bi-don-du-khach-dip-tet-quy-mao-2023.html"
"Vĩnh Long","direct_exact","Các điểm du lịch Vĩnh Long bắt đầu tăng khách","https://thvl.vn/cac-diem-du-lich-vinh-long-bat-dau-tang-khach.html"
"Vĩnh Long","direct_exact","Chào buổi sáng (23/12/2023): Công viên nghệ thuật Gốm đỏ – Điểm nhấn quảng bá du lịch Vĩnh Long","https://thvl.vn/chao-buoi-sang-23-12-2023-cong-vien-nghe-thuat-gom-do-diem-nhan-quang-ba-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Chùm phát biểu của các chuyên gia xoay quanh Hội thảo khoa học Giải pháp phát triển du lịch Vĩnh Long","https://thvl.vn/chum-phat-bieu-cua-cac-chuyen-gia-xoay-quanh-hoi-thao-khoa-hoc-giai-phap-phat-trien-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Chuyên đề kinh tế: Du lịch Vĩnh Long phục hồi và tăng trưởng","https://thvl.vn/chuyen-de-kinh-te-du-lich-vinh-long-phuc-hoi-va-tang-truong.html"
"Vĩnh Long","direct_exact","Chuyên đề kinh tế: Du lịch Vĩnh Long tăng cường khai thác tiềm năng","https://thvl.vn/chuyen-de-kinh-te-du-lich-vinh-long-tang-cuong-khai-thac-tiem-nang.html"
"Vĩnh Long","direct_exact","Chuyên đề kinh tế: Du lịch Vĩnh Long trong mùa dịch COVID – 19","https://thvl.vn/chuyen-de-kinh-te-du-lich-vinh-long-trong-mua-dich-covid-19.html"
"Vĩnh Long","direct_exact","Chuyên đề kinh tế: Nâng chất sản phẩm du lịch Vĩnh Long","https://thvl.vn/chuyen-de-kinh-te-nang-chat-san-pham-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Chuyên đề kinh tế: Phát triển tiềm năng du lịch Vĩnh Long","https://thvl.vn/chuyen-d%e1%bb%81-kinh-t%e1%ba%bf-phat-tri%e1%bb%83n-ti%e1%bb%81m-nang-du-l%e1%bb%8bch-vinh-long.html"
"Vĩnh Long","direct_exact","Chuyên đề kinh tế: Tiềm năng phát triển kinh tế du lịch Vĩnh Long","https://thvl.vn/chuyen-d%e1%bb%81-kinh-t%e1%ba%bf-ti%e1%bb%81m-nang-phat-tri%e1%bb%83n-kinh-t%e1%ba%bf-du-l%e1%bb%8bch-vinh-long.html"
"Vĩnh Long","direct_exact","Công viên nghệ thuật gốm đỏ – dấu ấn đặc sắc ngày hội du lịch Vĩnh Long lần thứ 3- 2023","https://thvl.vn/cong-vien-nghe-thuat-gom-do-dau-an-dac-sac-ngay-hoi-du-lich-vinh-long-lan-thu-3-2023.html"
"Vĩnh Long","direct_exact","Cù Lao Dài – Điểm đến mới cho du lịch Vĩnh Long","https://thvl.vn/cu-lao-dai-%e2%80%93-di%e1%bb%83m-d%e1%ba%bfn-m%e1%bb%9bi-cho-du-l%e1%bb%8bch-vinh-long.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long – Điểm đến cho du khách trong dịp lễ","https://thvl.vn/du-lich-vinh-long-diem-den-cho-du-khach-trong-dip-le.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long – điểm đến thân thiện, thu hút khách trong những ngày nghỉ dịp lễ Quốc khánh","https://thvl.vn/du-lich-vinh-long-diem-den-than-thien-thu-hut-khach-trong-nhung-ngay-nghi-dip-le-quoc-khanh.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long chuẩn bị phục vụ lễ 2/9","https://thvl.vn/du-lich-vinh-long-chuan-bi-phuc-vu-le-2-9.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long chưa đáp ứng được yêu cầu cao của du khách","https://thvl.vn/du-lich-vinh-long-chua-dap-ung-duoc-yeu-cau-cao-cua-du-khach.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long đón nhiều du khách đến tham quan, trải nghiệm","https://thvl.vn/du-lich-vinh-long-don-nhieu-du-khach-den-tham-quan-trai-nghiem.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long đổi mới hướng đến chất lượng","https://thvl.vn/du-l%e1%bb%8bch-vinh-long-d%e1%bb%95i-m%e1%bb%9bi-h%c6%b0%e1%bb%9bng-d%e1%ba%bfn-ch%e1%ba%a5t-l%c6%b0%e1%bb%a3ng.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long năm 2023 với những kỷ lục đáng ghi nhận","https://thvl.vn/du-lich-vinh-long-nam-2023-voi-nhung-ky-luc-dang-ghi-nhan.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long nâng cao chất lượng thu hút du khách","https://thvl.vn/du-l%e1%bb%8bch-vinh-long-nang-cao-ch%e1%ba%a5t-l%c6%b0%e1%bb%a3ng-thu-hut-du-khach.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long ngày thứ 2 của kỳ nghỉ lễ 30/4 và 01/5","https://thvl.vn/du-lich-vinh-long-ngay-thu-2-cua-ky-nghi-le-30-4-va-01-5.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long nhộn nhịp đón khách dịp lễ 30/4-1/5","https://thvl.vn/du-lich-vinh-long-nhon-nhip-don-khach-dip-le-30-4-1-5.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long những ngày nghỉ lễ đảm bảo an toàn thân thiện và mến khách","https://thvl.vn/du-lich-vinh-long-nhung-ngay-nghi-le-dam-bao-an-toan-than-thien-va-men-khach.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long phục hồi trong trạng thái bình thường mới","https://thvl.vn/du-lich-vinh-long-phuc-hoi-trong-trang-thai-binh-thuong-moi.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long rộn ràng dịp lễ 2/9","https://thvl.vn/du-lich-vinh-long-ron-rang-dip-le-2-9.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long rộn ràng đón khách du Xuân","https://thvl.vn/du-lich-vinh-long-ron-rang-don-khach-du-xuan.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long thu hút nhiều du khách dịp lễ 2-9","https://thvl.vn/du-lich-vinh-long-thu-hut-nhieu-du-khach-dip-le-2-9.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long thu hút nhiều du khách dịp lễ 30/4, 1/5","https://thvl.vn/du-lich-vinh-long-thu-hut-nhieu-du-khach-dip-le-30-4-1-5.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long tiếp tục thu hút du khách","https://thvl.vn/du-lich-vinh-long-tiep-tuc-thu-hut-du-khach.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long tiếp tục thu hút du khách dịp lễ 30/4 và 1/5","https://thvl.vn/du-lich-vinh-long-tiep-tuc-thu-hut-du-khach-dip-le-30-4-va-1-5.html"
"Vĩnh Long","direct_exact","Du lịch Vĩnh Long- thành tựu sau 25 năm","https://thvl.vn/du-l%e1%bb%8bch-vinh-long-thanh-t%e1%bb%b1u-sau-25-nam.html"
"Vĩnh Long","direct_exact","Đại hội Hiệp hội Du lịch Vĩnh Long lần thứ 2","https://thvl.vn/dai-hoi-hiep-hoi-du-lich-vinh-long-lan-thu-2.html"
"Vĩnh Long","direct_exact","Giải pháp để du lịch Vĩnh Long phát triển bền vững","https://thvl.vn/giai-phap-de-du-lich-vinh-long-phat-trien-ben-vung.html"
"Vĩnh Long","direct_exact","Homestay – nét đặc trưng du lịch Vĩnh Long","https://thvl.vn/homestay-%e2%80%93-net-d%e1%ba%b7c-tr%c6%b0ng-du-l%e1%bb%8bch-vinh-long.html"
"Vĩnh Long","direct_exact","Homestay – thế mạnh du lịch Vĩnh Long","https://thvl.vn/homestay-th%e1%ba%bf-m%e1%ba%a1nh-du-l%e1%bb%8bch-vinh-long.html"
"Vĩnh Long","direct_exact","Hội nghị sơ kết 2 năm tái cơ cầu lại ngành du lịch Vĩnh Long","https://thvl.vn/hoi-nghi-so-ket-2-nam-tai-co-cau-lai-nganh-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Hội thảo giải pháp phát triển du lịch Vĩnh Long giai đoạn 2016 – 2020","https://thvl.vn/hoi-thao-giai-phap-phat-trien-du-lich-vinh-long-giai-doan-2016-%e2%80%93-2020.html"
"Vĩnh Long","direct_exact","Hội thảo khoa học “Giải pháp phát triển du lịch Vĩnh Long trở thành ngành kinh tế quan trọng đến 2025, định hướng đến 2030”","https://thvl.vn/hoi-thao-khoa-hoc-giai-phap-phat-trien-du-lich-vinh-long-tro-thanh-nganh-kinh-te-quan-trong-den-2025-dinh-huong-den-2030.html"
"Vĩnh Long","direct_exact","Hội thảo khoa học Phát triển sản phẩm và kết nối tour tuyến du lịch Vĩnh Long với các tỉnh, thành ĐBSCL và TP.HCM","https://thvl.vn/hoi-thao-khoa-hoc-phat-trien-san-pham-va-ket-noi-tour-tuyen-du-lich-vinh-long-voi-cac-tinh-thanh-dbscl-va-tp-hcm.html"
"Vĩnh Long","direct_exact","Không gian quảng bá du lịch Vĩnh Long – điểm hẹn hấp dẫn đầu năm mới","https://thvl.vn/khong-gian-quang-ba-du-lich-vinh-long-diem-hen-hap-dan-dau-nam-moi.html"
"Vĩnh Long","direct_exact","Ký sự truyền hình: Du lịch Vĩnh Long – Về quê chơi lễ","https://thvl.vn/ky-s%e1%bb%b1-truy%e1%bb%81n-hinh-du-l%e1%bb%8bch-vinh-long-v%e1%bb%81-que-ch%c6%a1i-l%e1%bb%85.html"
"Vĩnh Long","direct_exact","Làm gì để du lịch Vĩnh Long phát triển bền vững?","https://thvl.vn/lam-gi-d%e1%bb%83-du-l%e1%bb%8bch-vinh-long-phat-tri%e1%bb%83n-b%e1%bb%81n-v%e1%bb%afng.html"
"Vĩnh Long","direct_exact","Nam Bộ du ký: Homestay – Đặc sắc du lịch Vĩnh Long","https://thvl.vn/nam-bo-du-ky-homestay-dac-sac-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Ngành du lịch Vĩnh Long đạt doanh thu trên 210 tỷ đồng","https://thvl.vn/nganh-du-lich-vinh-long-dat-doanh-thu-tren-210-ty-dong.html"
"Vĩnh Long","direct_exact","Ngày hội du lịch Vĩnh Long sẽ có nhiều hoạt động","https://thvl.vn/ngay-h%e1%bb%99i-du-l%e1%bb%8bch-vinh-long-s%e1%ba%bd-co-nhi%e1%bb%81u-ho%e1%ba%a1t-d%e1%bb%99ng.html"
"Vĩnh Long","direct_exact","Ngày hội thanh trà: Tôn vinh giới thiệu trái cây đặc sản, quảng bá du lịch Vĩnh Long","https://thvl.vn/ngay-hoi-thanh-tra-ton-vinh-gioi-thieu-trai-cay-dac-san-quang-ba-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Phát huy tiềm năng, lợi thế, đưa du lịch Vĩnh Long phát triển bền vững","https://thvl.vn/phat-huy-tiem-nang-loi-the-dua-du-lich-vinh-long-phat-trien-ben-vung.html"
"Vĩnh Long","direct_exact","Phóng sự:  Du lịch Vĩnh Long – Đi giữa màu xanh (26/06/2015)","https://thvl.vn/phong-su-du-lich-vinh-long-di-giua-mau-xanh-26062015.html"
"Vĩnh Long","direct_exact","Phóng sự: Du lịch Vĩnh Long hướng đến xanh và bền vững","https://thvl.vn/phong-su-du-lich-vinh-long-huong-den-xanh-va-ben-vung.html"
"Vĩnh Long","direct_exact","Phóng sự: Homestay – Điểm nhấn độc đáo của du lịch Vĩnh Long","https://thvl.vn/phong-su-homestay-diem-nhan-doc-dao-cua-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Quý I/2026 du lịch Vĩnh Long đón hơn 1,63 triệu lượt khách","https://thvl.vn/quy-i-2026-du-lich-vinh-long-don-hon-163-trieu-luot-khach.html"
"Vĩnh Long","direct_exact","Sôi động ở các điểm du lịch Vĩnh Long","https://thvl.vn/soi-dong-o-cac-diem-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Sở Văn hóa – thể thao – du lịch Vĩnh Long triển khai các nhiệm vụ trọng tâm năm 2014","https://thvl.vn/so-van-hoa-the-thao-du-lich-vinh-long-trien-khai-cac-nhiem-vu-trong-tam-nam-2014.html"
"Vĩnh Long","direct_exact","Sở Văn hoá – Thể thao – Du lịch Vĩnh Long triển khai luật Di sản","https://thvl.vn/so-van-hoa-the-thao-du-lich-vinh-long-trien-khai-luat-di-san.html"
"Vĩnh Long","direct_exact","Sở Văn hóa – Thể thao & Du lịch Vĩnh Long khai giảng khóa tập huấn du lịch cộng đồng","https://thvl.vn/so-van-hoa-the-thao-du-lich-vinh-long-khai-giang-khoa-tap-huan-du-lich-cong-dong.html"
"Vĩnh Long","direct_exact","Thế mạnh đường sông – Dư địa phát triển du lịch Vĩnh Long sau hợp nhất","https://thvl.vn/the-manh-duong-song-du-dia-phat-trien-du-lich-vinh-long-sau-hop-nhat.html"
"Vĩnh Long","direct_exact","Tổng kết trao giải sáng tác video clip và bài viết giới thiệu cảm nhận về du lịch Vĩnh Long","https://thvl.vn/tong-ket-trao-giai-sang-tac-video-clip-va-bai-viet-gioi-thieu-cam-nhan-ve-du-lich-vinh-long.html"
"Vĩnh Long","direct_exact","Vinh danh homestay đạt giải du lịch Asian 2023 – Cơ hội quảng bá du lịch Vĩnh Long","https://thvl.vn/vinh-danh-homestay-dat-giai-du-lich-asian-2023-co-hoi-quang-ba-du-lich-vinh-long.html"
"Vĩnh Long","related_candidate","Chuyện kể đất phương Nam | Ký ức chợ Miền Tây – Tập 2: Chợ nổi Trà Ôn","https://thvl.vn/chuyen-ke-dat-phuong-nam-ky-uc-cho-mien-tay-tap-2-cho-noi-tra-on.html"
"Vĩnh Long","related_candidate","Chuyện kể đất phương Nam: Văn Thánh Miếu Vĩnh Long, dấu ấn trăm năm còn mãi","https://thvl.vn/chuyen-ke-dat-phuong-nam-van-thanh-mieu-vinh-long-dau-an-tram-nam-con-mai.html"
"Vĩnh Long","related_candidate","Điểm đến văn hóa: Lan tỏa nét đẹp gốm đỏ Vĩnh Long ngày xuân","https://thvl.vn/diem-den-van-hoa-lan-toa-net-dep-gom-do-vinh-long-ngay-xuan.html"
"Vĩnh Long","related_candidate","Điểm đến văn hóa: Nơi lưu giữ vẻ đẹp gốm đỏ Vĩnh Long","https://thvl.vn/diem-den-van-hoa-noi-luu-giu-ve-dep-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Hành trình văn hóa Việt – Tập 38: Độc đáo gốm đỏ Vĩnh Long","https://thvl.vn/hanh-trinh-van-hoa-vi%e1%bb%87t-t%e1%ba%adp-38-d%e1%bb%99c-dao-g%e1%bb%91m-d%e1%bb%8f-vinh-long.html"
"Vĩnh Long","related_candidate","Hoàn thành việc lắp đặt công viên nghệ thuật gốm đỏ Vĩnh Long","https://thvl.vn/hoan-thanh-viec-lap-dat-cong-vien-nghe-thuat-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Hội thi đặc sản ẩm thực homestay Vĩnh Long","https://thvl.vn/hoi-thi-dac-san-am-thuc-homestay-vinh-long.html"
"Vĩnh Long","related_candidate","Không gian nghệ thuật: Không gian gốm đỏ Vĩnh Long ngày xuân","https://thvl.vn/khong-gian-nghe-thuat-khong-gian-gom-do-vinh-long-ngay-xuan.html"
"Vĩnh Long","related_candidate","Ký sự Homestay đồng bằng – Tập 5: Homestay Vĩnh Long","https://thvl.vn/ky-su-homestay-dong-bang-tap-5-homestay-vinh-long.html"
"Vĩnh Long","related_candidate","Ký sự truyền hình: Vĩnh Long điểm đến an toàn","https://thvl.vn/ky-su-truyen-hinh-vinh-long-diem-den-an-toan.html"
"Vĩnh Long","related_candidate","Nam Bộ du ký: Đặc sắc văn hóa gốm đỏ Vĩnh Long","https://thvl.vn/nam-bo-du-ky-dac-sac-van-hoa-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Nam Bộ du ký: Nơi lưu giữ ký ức chợ nổi Trà Ôn","https://thvl.vn/nam-bo-du-ky-noi-luu-giu-ky-uc-cho-noi-tra-on.html"
"Vĩnh Long","related_candidate","Nơi lưu giữ vẻ đẹp gốm đỏ Vĩnh Long","https://thvl.vn/noi-luu-giu-ve-dep-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Tạo điểm nhấn cho du lịch homestay Vĩnh Long","https://thvl.vn/tao-diem-nhan-cho-du-lich-homestay-vinh-long.html"
"Vĩnh Long","related_candidate","Thời sự 18h30 (02/5/2026): Miệt vườn Vĩnh Long điểm đến yên bình thu hút du khách dịp lễ 30/4 và 1/5","https://thvl.vn/thoi-su-18h30-02-5-2026-miet-vuon-vinh-long-diem-den-yen-binh-thu-hut-du-khach-dip-le-30-4-va-1-5.html"
"Vĩnh Long","related_candidate","Văn hóa – văn nghệ: Không gian nghệ thuật gốm đỏ Vĩnh Long","https://thvl.vn/van-hoa-van-nghe-khong-gian-nghe-thuat-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Văn hóa – văn nghệ: Sáng tạo nghệ thuật với chất liệu gạch gốm đỏ Vĩnh Long","https://thvl.vn/van-hoa-van-nghe-sang-tao-nghe-thuat-voi-chat-lieu-gach-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Văn hóa và Cuộc sống: Không gian nghệ thuật gốm đỏ Vĩnh Long","https://thvl.vn/van-hoa-va-cuoc-song-khong-gian-nghe-thuat-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Văn hóa và Cuộc sống: Sáng tạo nghệ thuật với chất liệu gạch gốm đỏ Vĩnh Long","https://thvl.vn/van-hoa-va-cuoc-song-sang-tao-nghe-thuat-voi-chat-lieu-gach-gom-do-vinh-long.html"
"Vĩnh Long","related_candidate","Văn Thánh miếu Vĩnh Long","https://thvl.vn/van-thanh-mieu-vinh-long.html"
"Vĩnh Long","related_candidate","Vĩnh Long điểm đến an toàn trong ngày đầu nghỉ lễ","https://thvl.vn/vinh-long-diem-den-an-toan-trong-ngay-dau-nghi-le.html"
